psmiles,wpsmiles,original_index,n_distinct_monomers,refractive_index,legacy_test_fold
COc1ccc(C(=O)c2ccc(C(Cc3nc(-c4cc(CC(F)(F)F)cc(OCCCNC(=O)C(C)(C)NC(=O)C(COC(C)CC(OC(=O)*)C(C)C)OC(=O)CCCC5CCCCC5)c4)sc3C)C(F)(OC)C(C(F)(F)F)(C(F)(F)F)*)cc2)cc1,CC(CC(OC(=O)[*:1])C(C)C)O[*:2].[*:3]CC([*:4])OC(=O)CCCC1CCCCC1.CC(C)(NC(=O)[*:5])C(=O)NCCCO[*:6].[*:7]c1cc([*:8])cc(CC(F)(F)F)c1.[*:9]c1nc([*:10])c(C)s1.[*:11]CC([*:12])c1ccc(C(=O)c2ccc(OC)cc2)cc1.[*:13]C(F)(OC)C([*:14])(C(F)(F)F)C(F)(F)F|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,7458,7,1.5279473066329956,3
CCCCOCCOCc1ccc(C(CNC(C(=O)O)C(C)(OC(=O)OC(=O)NC2CC(C)(C)CC(C)(CNC(=O)OCCc3cc(C(C*)c4ccc(C(=O)CCC)cc4)ccc3C(C)S(=O)(=O)F)C2)C(F)(F)F)C(=O)OCCCCCCCCCCCO*)cc1,[*:1]CC([*:2])c1ccc(C(=O)CCC)cc1.[*:3]c1ccc(C(C)S(=O)(=O)F)c([*:4])c1.[*:5]CCOC(=O)NCC1(C)CC(NC(=O)O[*:6])CC(C)(C)C1.CC(OC(=O)[*:7])(C(N[*:8])C(=O)O)C(F)(F)F.[*:9]CC([*:10])c1ccc(COCCOCCCC)cc1.O=C([*:11])OCCCCCCCCCCCO[*:12]|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|<1-11:.25:.25<1-12:.25:.25<1-3:.25:.25<1-4:.25:.25<2-11:.25:.25<2-12:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-1:.25:.25<11-2:.25:.25<12-9:.25:.25<12-10:.25:.25<12-1:.25:.25<12-2:.25:.25,10010,6,1.6459953784942627,2
CCCCCCCCOC(=O)C(C)(C*)c1c(F)cc(Oc2ccc(NC(=O)c3cccc(C(=O)Nc4ccc(-c5cc(Cl)cc(Oc6ccc(C(=O)Oc7ccc(C(=O)CC(c8ccc(C(=O)Cc9ccccc9)cc8)c8ncc(*)c9[nH]ccc89)c(C(F)(F)F)c7C(F)(F)F)c(C(F)(F)F)c6C(F)(F)F)c5[N+](=O)[O-])cc4)c3)cc2)c2nsnc12,[*:1]CC([*:2])(C)C(=O)OCCCCCCCC.[*:3]c1c(F)cc([*:4])c2nsnc12.[*:5]Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc([*:6])cc3)c2)cc1.[*:7]c1cc(Cl)cc([*:8])c1[N+](=O)[O-].[*:9]Oc1ccc(C(=O)Oc2ccc(C([*:10])=O)c(C(F)(F)F)c2C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F.[*:11]CC([*:12])c1ccc(C(=O)Cc2ccccc2)cc1.[*:13]c1ncc([*:14])c2[nH]ccc12|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,11832,7,1.6675997972488403,3
CCCCOC(=O)c1ccc(OC(=O)C(CC(CC(=O)c2c(F)c(F)c(C(=O)Nc3cc(NC(=C(C(=O)O)c4cc(OC(F)(F)F)ccc4*)C(F)(F)F)c(F)c(F)c3F)c(F)c2F)C(=O)OCC(F)(F)C(F)C(F)(F)F)Oc2c(C)cc(C(C)(C)c3cc(C)c(OC(=O)*)c(C)c3)cc2C)cc1,[*:1]c1ccc(OC(F)(F)F)cc1[*:2].[*:3]C(C(=O)O)=C([*:4])C(F)(F)F.[*:5]Nc1cc(NC(=O)c2c(F)c(F)c(C([*:6])=O)c(F)c2F)c(F)c(F)c1F.[*:7]CC([*:8])C(=O)OCC(F)(F)C(F)C(F)(F)F.[*:9]CC([*:10])C(=O)Oc1ccc(C(=O)OCCCC)cc1.[*:11]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC([*:12])=O)c(C)c2)cc1C|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|0.16666666666666666|<1-11:.25:.25<1-12:.25:.25<1-3:.25:.25<1-4:.25:.25<2-11:.25:.25<2-12:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-1:.25:.25<11-2:.25:.25<12-9:.25:.25<12-10:.25:.25<12-1:.25:.25<12-2:.25:.25,5325,6,1.4411506652832031,2
C=CC(COC(=O)C(C)(COC(=O)c1ccc(-c2ccc(C(=O)OCCc3ccc(C)c(*)c3)cc2)cc1)C(=O)OCc1cc(Cl)cc(Cl)c1)NCCC(C)(C)OC(=O)OCCC(OCC(C(CO)=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)*)c1ccccc1)C(F)(F)F,[*:1]c1cc([*:2])ccc1C.[*:3]CCOC(=O)c1ccc(-c2ccc(C(=O)O[*:4])cc2)cc1.[*:5]CC([*:6])(C)C(=O)OCc1cc(Cl)cc(Cl)c1.C=CC(COC(=O)[*:7])NCCC(C)(C)O[*:8].O=C([*:9])OCCC(O[*:10])C(F)(F)F.[*:11]CC([*:12])c1ccccc1.[*:13]C(CO)=C([*:14])c1cc(C(F)(F)F)cc(C(F)(F)F)c1|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,19865,7,1.760106921195984,2
Cc1ccc(NC(=O)*)cc1NC(=O)Oc1c(C(F)(F)F)ccc(C(F)(F)F)c1OSCCC(=O)c1c(NC(=O)c2ccccc2Br)cccc1C(=O)Nc1ccc(C(=N)Nc2cc(C(=O)OC(C)CNC(COC(Cc3cc(*)c4nc(N)sc4c3)c3ccc(N(C)C)cc3)C(=O)O)cc(-c3ccccc3)c2)c(F)c1,[*:1]c1cc([*:2])cc2sc(N)nc12.[*:3]CC([*:4])c1ccc(N(C)C)cc1.CC(CNC(CO[*:5])C(=O)O)OC(=O)[*:6].[*:7]c1cc([*:8])cc(-c2ccccc2)c1.[*:9]NC(=N)c1ccc(NC(=O)c2cccc(NC(=O)c3ccccc3Br)c2C([*:10])=O)cc1F.[*:11]CCS[*:12].[*:13]Oc1c(C(F)(F)F)ccc(C(F)(F)F)c1OC(=O)Nc1cc(NC([*:14])=O)ccc1C|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,18977,7,1.7155401706695557,2
CCOCCC(=O)NC(COC(=O)C(OC(F)(F)F)C(F)(F)*)COC(=O)C1(C(=O)OC2(C(F)(F)F)CC(Oc3cc(C)c(N)c(C(=O)C(F)C(=O)NC(C(=O)OCC)C(C)Nc4cnc(-c5cc(CC(=O)O)cc(*)c5)c5c(C(=O)O)c[nH]c45)c3F)(C(F)(F)F)NC(=S)N2)CCCC1,[*:1]c1cc([*:2])cc(CC(=O)O)c1.[*:3]c1ncc([*:4])c2[nH]cc(C(=O)O)c12.[*:5]NC(C)C(NC(=O)C(F)C([*:6])=O)C(=O)OCC.[*:7]c1c(N)c(C)cc([*:8])c1F.[*:9]OC1(C(F)(F)F)CC(OC(=O)C2(C([*:10])=O)CCCC2)(C(F)(F)F)NC(=S)N1.CCOCCC(=O)NC(CO[*:11])COC(=O)[*:12].[*:13]C(OC(F)(F)F)C([*:14])(F)F|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,5427,7,1.6726068258285522,3
CCC(NC(=O)COC(=O)NCCNCC(=O)N(C)CCCOC(=O)c1ccc(-c2cc(F)c(C(=O)O)c(C3CC(C=CC(=O)Oc4ccc(OC(=O)Oc5cccc6c(OOC(CNC(=O)*)C(=O)N(CC)C(C)C#N)cccc56)cc4)C4C3C(F)(F)C4(F)F)c2)cc1)C(O*)C(C)C,CCN(C(=O)C(CNC(=O)[*:1])O[*:2])C(C)C#N.[*:3]Oc1cccc2c(OC(=O)Oc3ccc(OC([*:4])=O)cc3)cccc12.[*:5]C=CC1CC([*:6])C2C1C(F)(F)C2(F)F.[*:7]c1cc([*:8])cc(F)c1C(=O)O.[*:9]c1ccc([*:10])cc1.CN(CCCOC(=O)[*:11])C(=O)CNCCN[*:12].CCC(NC(=O)COC(=O)[*:13])C(O[*:14])C(C)C|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,8140,7,1.520024061203003,4
CCCCCCCCC(CC(CC(OC(C)C)C(C)*)c1ccccc1COCCCC)c1ccc(OC(C)C(=O)O)c(CCCCN(C)C(=O)c2ccc(C(=O)N(C)CC(C)(C(=O)OCc3c(Cl)cccc3Cl)c3cc(CC#N)cc(*)c3)cc2)c1,[*:1]C(C)C([*:2])OC(C)C.[*:3]CC([*:4])c1ccccc1COCCCC.[*:5]CC([*:6])CCCCCCCC.[*:7]c1ccc(OC(C)C(=O)O)c([*:8])c1.[*:9]CCCCN(C)C(=O)c1ccc(C(=O)N([*:10])C)cc1.[*:11]CC([*:12])(C)C(=O)OCc1c(Cl)cccc1Cl.[*:13]c1cc([*:14])cc(CC#N)c1|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,10801,7,1.5499335527420044,4
CCC(F)(F)C(=O)NC(COC(=O)c1cc(OC(F)(F)F)c(N)c(*)c1)COC(=O)C(S)CC(=O)Nc1c(NC(Cl)(Cl)CC(=O)C(=O)Nc2c(OC(F)(F)F)ccc(C(F)(F)F)c2NNCCCOCCOC(=O)c2cc(Oc3ccccc3)cc(OC(C)(C)CCNC(C)CCOC(=O)*)c2)ccc(Cl)c1F,CC(CCOC(=O)[*:1])NCCC(C)(C)O[*:2].[*:3]c1cc([*:4])cc(Oc2ccccc2)c1.O=C([*:5])OCCOCCCN[*:6].[*:7]Nc1c(C(F)(F)F)ccc(OC(F)(F)F)c1NC(=O)C([*:8])=O.[*:9]CC([*:10])(Cl)Cl.[*:11]Nc1ccc(Cl)c(F)c1NC(=O)CC(S)C([*:12])=O.CCC(F)(F)C(=O)NC(CO[*:13])COC(=O)[*:14].[*:15]c1cc([*:16])c(N)c(OC(F)(F)F)c1|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,8504,8,1.6318833827972412,3
Cc1cc(Cc2ccc(*)c(C)c2)ccc1-n1c(=O)c2cc3c(=O)n(-c4[nH]nc5cnc(-c6nc(F)cc(-c7nc(OCC(C)NC(C)C(C)(C)COC(=O)c8ccc(C=CC9CCC(OCCN(CCCC(C)C)CCOC(=O)*)C9)c(Cl)c8Cl)n(C)c7C)c6O)cc45)c(=O)c3cc2c1=O,[*:1]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*:2])c(=O)c5cc4c3=O)c(C)c2)cc1C.[*:3]c1[nH]nc2cnc([*:4])cc12.[*:5]c1nc(F)cc([*:6])c1O.[*:7]c1nc([*:8])n(C)c1C.CC(CO[*:9])NC(C)C(C)(C)COC(=O)[*:10].[*:11]c1ccc([*:12])c(Cl)c1Cl.[*:13]C=CC1CCC([*:14])C1.CC(C)CCCN(CCO[*:15])CCOC(=O)[*:16]|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,13097,8,1.6209611892700195,2
CCCCCCCCCCCCC(CC1(CNCCCCCCCNC(=O)*)CCCCC1)c1ccc(CO)c(Nc2ccc(CC)cc2NC(=O)c2cc(C(F)(F)F)c(C(=O)C=CCc3ccc(C*)c(C)c3)cc2C(F)(F)F)c1,O=C([*:1])NCCCCCCCN[*:2].[*:3]CC1([*:4])CCCCC1.[*:5]CC([*:6])CCCCCCCCCCCC.[*:7]c1ccc(CO)c([*:8])c1.[*:9]Nc1ccc(CC)cc1NC(=O)c1cc(C(F)(F)F)c(C([*:10])=O)cc1C(F)(F)F.[*:11]/C=C/[*:12].[*:13]Cc1ccc(C[*:14])c(C)c1|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,7605,7,1.5217937231063845,4
Cc1cc(OCC(COC(=O)CC(OC(=O)C(C)(C(C)C)C(C)C)c2c(C)ncc(-c3ccc4c(c3)sc3cc(-c5cccc(Oc6cc(C)c(*)c(C)c6Br)c5C#N)ccc34)c2C)NC(=O)C(C)C#N)nnc1OCC(C)(Cc1cc(N)c(-c2cc(N)c(C)c(*)c2)cn1)S(=O)(=O)F,[*:1]c1cc([*:2])cc(N)c1C.[*:3]c1cnc([*:4])cc1N.[*:5]CC(C)(CO[*:6])S(=O)(=O)F.[*:7]c1nnc([*:8])cc1C.CC(C#N)C(=O)NC(CO[*:9])COC(=O)[*:10].[*:11]CC([*:12])OC(=O)C(C)(C(C)C)C(C)C.[*:13]c1c(C)ncc([*:14])c1C.[*:15]c1ccc2c(c1)sc1cc([*:16])ccc12.[*:17]c1cccc([*:18])c1C#N.[*:19]Oc1cc(C)c([*:20])c(C)c1Br|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|<1-19:.25:.25<1-20:.25:.25<1-3:.25:.25<1-4:.25:.25<2-19:.25:.25<2-20:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-17:.25:.25<15-18:.25:.25<16-13:.25:.25<16-14:.25:.25<16-17:.25:.25<16-18:.25:.25<17-15:.25:.25<17-16:.25:.25<17-19:.25:.25<17-20:.25:.25<18-15:.25:.25<18-16:.25:.25<18-19:.25:.25<18-20:.25:.25<19-17:.25:.25<19-18:.25:.25<19-1:.25:.25<19-2:.25:.25<20-17:.25:.25<20-18:.25:.25<20-1:.25:.25<20-2:.25:.25,19977,10,1.6987321376800537,3
